point_id,number_point,score,break_point,set_point,match_point
12368,4,30 - 30,,,
12369,5,30 - 40,First Play,,
12370,6,40 - 40,,,
12371,7,40 - A,First Play,,
12372,8,40 - 40,,,
12373,9,40 - A,First Play,,
12374,10,40 - 40,,,
12375,11,40 - A,First Play,,
12376,1,15 - 0,,,
12377,2,15 - 15,,,
12378,3,15 - 30,,,
12379,4,15 - 40,,,
12380,1,15 - 0,,,
12381,2,30 - 0,,,
12382,3,40 - 0,,,
12383,1,0 - 15,,,
12384,2,0 - 30,,,
12385,3,15 - 30,,,
12386,4,15 - 40,,,
12387,5,30 - 40,,,
12388,6,40 - 40,,,
12389,7,A - 40,First Play,,
12390,1,0 - 15,,,
12391,2,0 - 30,,,
12392,3,15 - 30,,,
12393,4,15 - 40,First Play,,
12394,5,30 - 40,First Play,,
12395,1,0 - 15,,,
12396,2,0 - 30,,,
12397,3,15 - 30,,,
12398,4,15 - 40,,,
12399,5,30 - 40,,,
12400,6,40 - 40,,,
12401,7,40 - A,,,
12402,8,40 - 40,,,
12403,9,40 - A,,,
12404,10,40 - 40,,,
12405,11,40 - A,,,
12406,1,15 - 0,,,
12407,2,30 - 0,,,
12408,3,40 - 0,,,
12409,4,40 - 15,,,
12410,1,0 - 15,,,
12411,2,0 - 30,,,
12412,3,0 - 40,,First Play,First Play
12413,1,0 - 15,,,
12414,2,0 - 30,,,
12415,3,15 - 30,,,
12416,4,30 - 30,,,
12417,5,40 - 30,,,
12418,6,40 - 40,,,
12419,7,A - 40,,,
12420,1,15 - 0,,,
12421,2,15 - 15,,,
12422,3,15 - 30,,,
12423,4,15 - 40,,,
12424,1,15 - 0,,,
12425,2,15 - 15,,,
12426,3,15 - 30,,,
12427,4,30 - 30,,,
12428,5,30 - 40,First Play,,
12429,6,40 - 40,,,
12430,7,A - 40,,,
12431,1,0 - 15,,,
12432,2,0 - 30,,,
12433,3,0 - 40,,,
12434,1,0 - 15,,,
12435,2,0 - 30,,,
12436,3,0 - 40,First Play,,
12437,4,15 - 40,First Play,,
12438,1,0 - 15,,,
12439,2,15 - 15,,,
12440,3,15 - 30,,,
12441,4,30 - 30,,,
12442,5,30 - 40,,,
12443,6,40 - 40,,,
12444,7,40 - A,,,
12445,1,15 - 0,,,
12446,2,15 - 15,,,
12447,3,30 - 15,,,
12448,4,40 - 15,,,
12449,5,40 - 30,,,
12450,1,15 - 0,,,
12451,2,15 - 15,,,
12452,3,30 - 15,,,
12453,4,30 - 30,,,
12454,5,30 - 40,,,
12455,6,40 - 40,,,
12456,7,40 - A,,,
12457,1,0 - 15,,,
12458,2,0 - 30,,,
12459,3,15 - 30,,,
12460,4,30 - 30,,,
12461,5,30 - 40,First Play,,
12462,1,15 - 0,,,
12463,2,30 - 0,,,
12464,3,30 - 15,,,
12465,4,30 - 30,,,
12466,5,40 - 30,First Play,,
12467,6,40 - 40,,,
12468,7,40 - A,,,
12469,1,0 - 15,,,
12470,2,15 - 15,,,
12471,3,30 - 15,,,
12472,4,40 - 15,,,
12473,5,40 - 30,,,
12474,6,40 - 40,,,
12475,7,A - 40,,,
12476,8,40 - 40,,,
12477,9,40 - A,First Play,,
12478,1,0 - 15,,,
12479,2,0 - 30,,,
12480,3,0 - 40,,,
12481,4,15 - 40,,,
12482,1,15 - 0,,,
12483,2,30 - 0,,,
12484,3,30 - 15,,,
12485,4,40 - 15,,,
12486,5,40 - 30,,,
12487,1,0 - 15,,,
12488,2,0 - 30,,,
12489,3,0 - 40,,,
12490,1,15 - 0,,,
12491,2,30 - 0,,,
12492,3,40 - 0,,,
12493,1,0 - 15,,,
12494,2,0 - 30,,,
12495,3,0 - 40,,,
12496,1,15 - 0,,,
12497,2,30 - 0,,,
12498,3,30 - 15,,,
12499,4,40 - 15,,,
12500,5,40 - 30,,,
12501,1,15 - 0,,,
12502,2,15 - 15,,,
12503,3,15 - 30,,,
12504,4,30 - 30,,,
12505,5,40 - 30,First Play,,
12506,6,40 - 40,,,
12507,7,40 - A,,First Play,First Play
12508,8,40 - 40,,,
12509,9,40 - A,,First Play,First Play
12510,1,0 - 15,,,
12511,2,0 - 30,,,
12512,3,0 - 40,,,
12513,1,15 - 0,,,
12514,2,15 - 15,,,
12515,3,30 - 15,,,
12516,4,30 - 30,,,
12517,5,40 - 30,,,
12518,1,0 - 15,,,
12519,2,15 - 15,,,
12520,3,15 - 30,,,
12521,4,30 - 30,,,
12522,5,30 - 40,,,
12523,1,15 - 0,,,
12524,2,30 - 0,,,
12525,3,40 - 0,,,
12526,4,40 - 15,,,
12527,1,15 - 0,,,
12528,2,30 - 0,,,
12529,3,30 - 15,,,
12530,4,30 - 30,,,
12531,5,30 - 40,,,
12532,6,40 - 40,,,
12533,7,40 - A,,,
12534,8,40 - 40,,,
12535,9,40 - A,,,
12536,10,40 - 40,,,
12537,11,A - 40,First Play,,
12538,1,0 - 15,,,
12539,2,0 - 30,,,
12540,3,0 - 40,First Play,,
12541,4,15 - 40,First Play,,
12542,1,15 - 0,,,
12543,2,15 - 15,,,
12544,3,15 - 30,,,
12545,4,15 - 40,,,
12546,5,30 - 40,,,
12547,1,0 - 15,,,
12548,2,0 - 30,,,
12549,3,15 - 30,,,
12550,4,30 - 30,,,
12551,5,40 - 30,,,
12552,6,40 - 40,,,
12553,7,40 - A,First Play,,
12554,8,40 - 40,,,
12555,9,40 - A,First Play,,
12556,1,15 - 0,,,
12557,2,15 - 15,,,
12558,3,15 - 30,,,
12559,4,30 - 30,,,
12560,5,40 - 30,First Play,,
12561,6,40 - 40,,,
12562,7,A - 40,First Play,,
12563,8,40 - 40,,,
12564,9,40 - A,,,
12565,10,40 - 40,,,
12566,11,A - 40,First Play,,
12567,12,40 - 40,,,
12568,13,40 - A,,,
12569,1,15 - 0,,,
12570,2,15 - 15,,,
12571,3,15 - 30,,,
12572,4,30 - 30,,,
12573,5,40 - 30,,,
12574,6,40 - 40,,,
12575,7,40 - A,First Play,,
12576,1,0 - 15,,,
12577,2,15 - 15,,,
12578,3,15 - 30,,,
12579,4,30 - 30,,,
12580,5,30 - 40,,,
12581,6,40 - 40,,,
12582,7,40 - A,,,
12583,1,15 - 0,,,
12584,2,15 - 15,,,
12585,3,30 - 15,,,
12586,4,40 - 15,,,
12587,1,15 - 0,,,
12588,2,15 - 15,,,
12589,3,15 - 30,,,
12590,4,30 - 30,,,
12591,5,30 - 40,,,
12592,6,40 - 40,,,
12593,7,A - 40,First Play,,
12594,1,15 - 0,,,
12595,2,30 - 0,,,
12596,3,40 - 0,,,
12597,1,0 - 15,,,
12598,2,0 - 30,,,
12599,3,15 - 30,,,
12600,4,30 - 30,,,
12601,5,30 - 40,,,
12602,6,40 - 40,,,
12603,7,A - 40,First Play,,
12604,1,15 - 0,,,
12605,2,30 - 0,,,
12606,3,30 - 15,,,
12607,4,30 - 30,,,
12608,5,40 - 30,,,
12609,1,0 - 15,,,
12610,2,0 - 30,,,
12611,3,15 - 30,,,
12612,4,15 - 40,,,
12613,1,15 - 0,,,
12614,2,30 - 0,,,
12615,3,30 - 15,,,
12616,4,30 - 30,,,
12617,5,30 - 40,First Play,,
12618,6,40 - 40,,,
12619,7,A - 40,,,
12620,1,15 - 0,,,
12621,2,15 - 15,,,
12622,3,30 - 15,,,
12623,4,40 - 15,First Play,,
12624,1,0 - 15,,,
12625,2,15 - 15,,,
12626,3,30 - 15,,,
12627,4,40 - 15,,,
12628,1,0 - 15,,,
12629,2,0 - 30,,,
12630,3,0 - 40,,,
12631,4,15 - 40,,,
12632,5,30 - 40,,,
12633,1,15 - 0,,,
12634,2,15 - 15,,,
12635,3,15 - 30,,,
12636,4,15 - 40,First Play,,
12637,5,30 - 40,First Play,,
12638,1,0 - 15,,,
12639,2,15 - 15,,,
12640,3,15 - 30,,,
12641,4,15 - 40,,,
12642,5,30 - 40,,,
12643,1,15 - 0,,,
12644,2,15 - 15,,,
12645,3,30 - 15,,,
12646,4,30 - 30,,,
12647,5,40 - 30,,,
12648,1,15 - 0,,,
12649,2,30 - 0,,,
12650,3,30 - 15,,,
12651,4,30 - 30,,,
12652,5,40 - 30,First Play,,
12653,1,0 - 15,,,
12654,2,15 - 15,,,
12655,3,30 - 15,,,
12656,4,40 - 15,,,
12657,1,0 - 15,,,
12658,2,0 - 30,,,
12659,3,15 - 30,,,
12660,4,30 - 30,,,
12661,5,40 - 30,First Play,First Play,First Play
12662,1,15 - 0,,,
12663,2,15 - 15,,,
12664,3,30 - 15,,,
12665,4,30 - 30,,,
12666,5,30 - 40,First Play,,
12667,1,0 - 15,,,
12668,2,0 - 30,,,
12669,3,15 - 30,,,
12670,4,15 - 40,,,
12671,5,30 - 40,,,
12672,6,40 - 40,,,
12673,7,40 - A,,,
12674,1,0 - 15,,,
12675,2,15 - 15,,,
12676,3,30 - 15,,,
12677,4,40 - 15,,,
12678,5,40 - 30,,,
12679,6,40 - 40,,,
12680,7,A - 40,,,
12681,1,0 - 15,,,
12682,2,0 - 30,,,
12683,3,15 - 30,,,
12684,4,15 - 40,,,
12685,5,30 - 40,,,
12686,1,15 - 0,,,
12687,2,30 - 0,,,
12688,3,30 - 15,,,
12689,4,40 - 15,,,
12690,5,40 - 30,,,
12691,1,0 - 15,,,
12692,2,15 - 15,,,
12693,3,30 - 15,,,
12694,4,40 - 15,First Play,,
12695,5,40 - 30,First Play,,
12696,1,0 - 15,,,
12697,2,0 - 30,,,
12698,3,0 - 40,First Play,,
12699,4,15 - 40,First Play,,
12700,5,30 - 40,First Play,,
12701,6,40 - 40,,,
12702,7,40 - A,First Play,,
12703,8,40 - 40,,,
12704,9,A - 40,,,
12705,10,40 - 40,,,
12706,11,A - 40,,,
12707,1,15 - 0,,,
12708,2,30 - 0,,,
12709,3,40 - 0,First Play,,
12710,4,40 - 15,First Play,,
12711,1,15 - 0,,,
12712,2,15 - 15,,,
12713,3,30 - 15,,,
12714,4,30 - 30,,,
12715,5,40 - 30,,,
12716,1,0 - 15,,,
12717,2,15 - 15,,,
12718,3,30 - 15,,,
12719,4,30 - 30,,,
12720,5,40 - 30,First Play,,
12721,6,40 - 40,,,
12722,7,40 - A,,,
12723,1,0 - 15,,,
12724,2,15 - 15,,,
12725,3,30 - 15,,,
12726,4,40 - 15,,,
12727,5,40 - 30,,,
12728,6,40 - 40,,,
12729,7,40 - A,First Play,,
12730,1,15 - 0,,,
12731,2,30 - 0,,,
12732,3,30 - 15,,,
12733,4,40 - 15,First Play,,
12734,5,40 - 30,First Play,,
12735,6,40 - 40,,,
12736,7,A - 40,First Play,,
12737,8,40 - 40,,,
12738,9,A - 40,First Play,,
12739,10,40 - 40,,,
12740,11,A - 40,First Play,,
12741,12,40 - 40,,,
12742,13,A - 40,First Play,,
12743,1,0 - 15,,,
12744,2,15 - 15,,,
12745,3,15 - 30,,,
12746,4,30 - 30,,,
12747,5,40 - 30,,,
12748,6,40 - 40,,,
12749,7,40 - A,First Play,,
12750,8,40 - 40,,,
12751,9,A - 40,,,
12752,10,40 - 40,,,
12753,11,A - 40,,,
12754,1,15 - 0,,,
12755,2,30 - 0,,,
12756,3,40 - 0,First Play,,
12757,1,0 - 15,,,
12758,2,0 - 30,,,
12759,3,15 - 30,,,
12760,4,15 - 40,First Play,,
12761,5,30 - 40,First Play,,
12762,6,40 - 40,,,
12763,7,A - 40,,,
12764,1,0 - 15,,,
12765,2,15 - 15,,,
12766,3,15 - 30,,,
12767,4,15 - 40,,,
12768,1,0 - 15,,,
12769,2,15 - 15,,,
12770,3,15 - 30,,,
12771,4,30 - 30,,,
12772,5,40 - 30,,,
12773,1,0 - 15,,,
12774,2,0 - 30,,,
12775,3,0 - 40,,,
12776,1,0 - 15,,,
12777,2,15 - 15,,,
12778,3,30 - 15,,,
12779,4,30 - 30,,,
12780,5,30 - 40,First Play,,
12781,1,15 - 0,,,
12782,2,30 - 0,,,
12783,3,30 - 15,,,
12784,4,40 - 15,First Play,,
12785,5,40 - 30,First Play,,
12786,1,0 - 15,,,
12787,2,0 - 30,,,
12788,3,15 - 30,,,
12789,4,30 - 30,,,
12790,5,40 - 30,,First Play,First Play
12791,6,40 - 40,,,
12792,7,40 - A,First Play,,
12793,8,40 - 40,,,
12794,9,A - 40,,First Play,First Play
12795,1,15 - 0,,,
12796,2,30 - 0,,,
12797,3,30 - 15,,,
12798,4,30 - 30,,,
12799,5,40 - 30,First Play,,
12800,6,40 - 40,,,
12801,7,40 - A,,,
12802,1,0 - 15,,,
12803,2,0 - 30,,,
12804,3,0 - 40,First Play,,
12805,4,15 - 40,First Play,,
12806,5,30 - 40,First Play,,
12807,6,40 - 40,,,
12808,7,A - 40,,,
12809,1,15 - 0,,,
12810,2,15 - 15,,,
12811,3,15 - 30,,,
12812,4,15 - 40,,,
12813,5,30 - 40,,,
12814,6,40 - 40,,,
12815,7,40 - A,,,
12816,1,0 - 15,,,
12817,2,15 - 15,,,
12818,3,30 - 15,,,
12819,4,40 - 15,,,
12820,1,15 - 0,,,
12821,2,15 - 15,,,
12822,3,15 - 30,,,
12823,4,30 - 30,,,
12824,5,30 - 40,,,
12825,6,40 - 40,,,
12826,7,40 - A,,,
12827,1,0 - 15,,,
12828,2,15 - 15,,,
12829,3,15 - 30,,,
12830,4,30 - 30,,,
12831,5,40 - 30,,,
12832,1,15 - 0,,,
12833,2,15 - 15,,,
12834,3,15 - 30,,,
12835,4,30 - 30,,,
12836,5,30 - 40,,,
12837,1,15 - 0,,,
12838,2,30 - 0,,,
12839,3,40 - 0,,,
12840,1,0 - 15,,,
12841,2,0 - 30,,,
12842,3,0 - 40,,,
12843,1,15 - 0,,,
12844,2,30 - 0,,,
12845,3,40 - 0,,,
12846,4,40 - 15,,,
12847,1,15 - 0,,,
12848,2,30 - 0,,,
12849,3,40 - 0,First Play,,
12850,4,40 - 15,First Play,,
12851,5,40 - 30,First Play,,
12852,1,15 - 0,,,
12853,2,15 - 15,,,
12854,3,30 - 15,,,
12855,4,40 - 15,,,
12856,1,0 - 15,,,
12857,2,15 - 15,,,
12858,3,30 - 15,,,
12859,4,30 - 30,,,
12860,5,30 - 40,,,
12861,1,15 - 0,,,
12862,2,15 - 15,,,
12863,3,30 - 15,,,
12864,4,40 - 15,,,
12865,1,0 - 15,,,
12866,2,15 - 15,,,
12867,3,15 - 30,,,
12868,4,15 - 40,,,
12869,5,30 - 40,,,
12870,1,15 - 0,,,
12871,2,30 - 0,,,
12872,3,40 - 0,,,
12873,1,15 - 0,,,
12874,2,15 - 15,,,
12875,3,15 - 30,,,
12876,4,30 - 30,,,
12877,5,40 - 30,First Play,,
12878,1,15 - 0,,,
12879,2,30 - 0,,,
12880,3,30 - 15,,,
12881,4,40 - 15,,,
12882,1,0 - 15,,,
12883,2,0 - 30,,,
12884,3,0 - 40,,,
12885,4,15 - 40,,,
12886,1,0 - 15,,,
12887,2,15 - 15,,,
12888,3,30 - 15,,,
12889,4,30 - 30,,,
12890,5,40 - 30,,,
12891,1,0 - 15,,,
12892,2,15 - 15,,,
12893,3,15 - 30,,,
12894,4,15 - 40,,,
12895,5,30 - 40,,,
12896,1,0 - 15,,,
12897,2,0 - 30,,,
12898,3,0 - 40,First Play,,
12899,4,15 - 40,First Play,,
12900,5,30 - 40,First Play,,
12901,6,40 - 40,,,
12902,7,A - 40,,First Play,First Play
12903,1,15 - 0,,,
12904,2,30 - 0,,,
12905,3,40 - 0,,,
12906,1,0 - 15,,,
12907,2,0 - 30,,,
12908,3,15 - 30,,,
12909,4,15 - 40,,,
12910,1,0 - 15,,,
12911,2,15 - 15,,,
12912,3,30 - 15,,,
12913,4,30 - 30,,,
12914,5,40 - 30,,,
12915,1,0 - 15,,,
12916,2,15 - 15,,,
12917,3,15 - 30,,,
12918,4,30 - 30,,,
12919,5,30 - 40,,,
12920,1,15 - 0,,,
12921,2,30 - 0,,,
12922,3,40 - 0,,,
12923,1,0 - 15,,,
12924,2,15 - 15,,,
12925,3,30 - 15,,,
12926,4,30 - 30,,,
12927,5,40 - 30,First Play,,
12928,1,15 - 0,,,
12929,2,15 - 15,,,
12930,3,30 - 15,,,
12931,4,40 - 15,,,
12932,1,0 - 15,,,
12933,2,0 - 30,,,
12934,3,0 - 40,,,
12935,1,0 - 15,,,
12936,2,15 - 15,,,
12937,3,30 - 15,,,
12938,4,40 - 15,,,
12939,1,0 - 15,,,
12940,2,0 - 30,,,
12941,3,15 - 30,,,
12942,4,30 - 30,,,
12943,5,40 - 30,First Play,,
12944,6,40 - 40,,,
12945,7,40 - A,,,
12946,1,15 - 0,,,
12947,2,30 - 0,,,
12948,3,40 - 0,,,
12949,1,15 - 0,,,
12950,2,15 - 15,,,
12951,3,30 - 15,,,
12952,4,30 - 30,,,
12953,5,40 - 30,First Play,,
12954,1,15 - 0,,,
12955,2,30 - 0,,,
12956,3,40 - 0,,,
12957,1,15 - 0,,,
12958,2,30 - 0,,,
12959,3,30 - 15,,,
12960,4,40 - 15,First Play,,
12961,1,15 - 0,,,
12962,2,30 - 0,,,
12963,3,40 - 0,,,
12964,4,40 - 15,,,
12965,5,40 - 30,,,
12966,6,40 - 40,,,
12967,7,40 - A,First Play,,
12968,8,40 - 40,,,
12969,9,A - 40,,,
12970,1,0 - 15,,,
12971,2,0 - 30,,,
12972,3,15 - 30,,,
12973,4,30 - 30,,,
12974,5,40 - 30,First Play,First Play,First Play
12975,1,0 - 15,,,
12976,2,0 - 30,,,
12977,3,15 - 30,,,
12978,4,30 - 30,,,
12979,5,30 - 40,First Play,,
12980,6,40 - 40,,,
12981,7,A - 40,,,
12982,8,40 - 40,,,
12983,9,A - 40,,,
12984,10,40 - 40,,,
12985,11,40 - A,First Play,,
12986,12,40 - 40,,,
12987,13,A - 40,,,
12988,14,40 - 40,,,
12989,15,40 - A,First Play,,
12990,1,0 - 15,,,
12991,2,0 - 30,,,
12992,3,0 - 40,,,
12993,1,15 - 0,,,
12994,2,30 - 0,,,
12995,3,40 - 0,,,
12996,1,0 - 15,,,
12997,2,0 - 30,,,
12998,3,15 - 30,,,
12999,4,15 - 40,,,
13000,5,30 - 40,,,
13001,6,40 - 40,,,
13002,7,40 - A,,,
13003,8,40 - 40,,,
13004,9,A - 40,First Play,,
13005,1,0 - 15,,,
13006,2,15 - 15,,,
13007,3,15 - 30,,,
13008,4,15 - 40,First Play,,
13009,1,0 - 15,,,
13010,2,0 - 30,,,
13011,3,0 - 40,,,
13012,1,0 - 15,,,
13013,2,15 - 15,,,
13014,3,15 - 30,,,
13015,4,30 - 30,,,
13016,5,40 - 30,,,
13017,1,0 - 15,,,
13018,2,15 - 15,,,
13019,3,15 - 30,,,
13020,4,30 - 30,,,
13021,5,30 - 40,,,
13022,6,40 - 40,,,
13023,7,40 - A,,,
13024,1,0 - 15,,,
13025,2,0 - 30,,,
13026,3,15 - 30,,,
13027,4,30 - 30,,,
13028,5,30 - 40,First Play,,
13029,1,0 - 15,,,
13030,2,0 - 30,,,
13031,3,0 - 40,,,
13032,1,0 - 15,,,
13033,2,0 - 30,,,
13034,3,15 - 30,,,
13035,4,30 - 30,,,
13036,5,40 - 30,,,
13037,6,40 - 40,,,
13038,7,A - 40,,,
13039,1,0 - 15,,,
13040,2,0 - 30,,,
13041,3,15 - 30,,,
13042,4,30 - 30,,,
13043,5,30 - 40,,,
13044,1,15 - 0,,,
13045,2,30 - 0,,,
13046,3,40 - 0,,,
13047,1,0 - 15,,,
13048,2,0 - 30,,,
13049,3,0 - 40,,,
13050,1,0 - 15,,,
13051,2,15 - 15,,,
13052,3,30 - 15,,,
13053,4,40 - 15,,,
13054,5,40 - 30,,,
13055,1,0 - 15,,,
13056,2,15 - 15,,,
13057,3,15 - 30,,,
13058,4,15 - 40,,,
13059,1,15 - 0,,,
13060,2,30 - 0,,,
13061,3,40 - 0,,,
13062,1,0 - 15,,,
13063,2,0 - 30,,,
13064,3,15 - 30,,,
13065,4,30 - 30,,,
13066,5,30 - 40,,,
13067,6,40 - 40,,,
13068,7,40 - A,,,
13069,8,40 - 40,,,
13070,9,40 - A,,,
13071,1,15 - 0,,,
13072,2,15 - 15,,,
13073,3,30 - 15,,,
13074,4,40 - 15,,,
13075,1,0 - 15,,,
13076,2,0 - 30,,,
13077,3,0 - 40,,,
13078,4,15 - 40,,,
13079,1,15 - 0,,,
13080,2,15 - 15,,,
13081,3,30 - 15,,,
13082,4,40 - 15,,,
13083,5,40 - 30,,,
13084,6,40 - 40,,,
13085,7,40 - A,First Play,First Play,First Play
13086,8,40 - 40,,,
13087,9,A - 40,,,
13088,1, - ,,,
13089,1,0 - 15,,,
13090,2,0 - 30,,,
13091,3,15 - 30,,,
13092,4,30 - 30,,,
13093,5,30 - 40,First Play,,
13094,1,0 - 15,,,
13095,2,15 - 15,,,
13096,3,15 - 30,,,
13097,4,30 - 30,,,
13098,5,30 - 40,,,
13099,6,40 - 40,,,
13100,7,40 - A,,,
13101,8,40 - 40,,,
13102,9,A - 40,First Play,,
13103,1,15 - 0,,,
13104,2,15 - 15,,,
13105,3,30 - 15,,,
13106,4,40 - 15,,,
13107,5,40 - 30,,,
13108,6,40 - 40,,,
13109,7,40 - A,First Play,,
13110,8,40 - 40,,,
13111,9,40 - A,First Play,,
13112,10,40 - 40,,,
13113,11,40 - A,First Play,,
13114,1,0 - 15,,,
13115,2,15 - 15,,,
13116,3,30 - 15,,,
13117,4,40 - 15,First Play,,
13118,5,40 - 30,First Play,,
13119,1,15 - 0,,,
13120,2,30 - 0,,,
13121,3,30 - 15,,,
13122,4,40 - 15,,,
13123,1,15 - 0,,,
13124,2,30 - 0,,,
13125,3,30 - 15,,,
13126,4,40 - 15,First Play,,
13127,5,40 - 30,First Play,,
13128,6,40 - 40,,,
13129,7,40 - A,,,
13130,8,40 - 40,,,
13131,9,40 - A,,,
13132,1,15 - 0,,,
13133,2,30 - 0,,,
13134,3,40 - 0,,,
13135,4,40 - 15,,,
13136,1,0 - 15,,,
13137,2,0 - 30,,,
13138,3,15 - 30,,,
13139,4,30 - 30,,,
13140,5,40 - 30,First Play,,
13141,6,40 - 40,,,
13142,7,40 - A,,,
13143,1,0 - 15,,,
13144,2,15 - 15,,,
13145,3,30 - 15,,,
13146,4,40 - 15,,,
13147,1,15 - 0,,,
13148,2,30 - 0,,,
13149,3,30 - 15,,,
13150,4,30 - 30,,,
13151,5,40 - 30,First Play,,
13152,6,40 - 40,,,
13153,7,40 - A,,,
13154,1,15 - 0,,,
13155,2,30 - 0,,,
13156,3,30 - 15,,,
13157,4,40 - 15,,,
13158,1,0 - 15,,,
13159,2,0 - 30,,,
13160,3,0 - 40,,,
13161,1, - ,,,
13162,1,15 - 0,,,
13163,2,30 - 0,,,
13164,3,30 - 15,,,
13165,4,40 - 15,First Play,,
13166,5,40 - 30,First Play,,
13167,1,15 - 0,,,
13168,2,30 - 0,,,
13169,3,40 - 0,,,
13170,4,40 - 15,,,
13171,1,15 - 0,,,
13172,2,15 - 15,,,
13173,3,15 - 30,,,
13174,4,15 - 40,,,
13175,1,15 - 0,,,
13176,2,30 - 0,,,
13177,3,40 - 0,,,
13178,1,15 - 0,,,
13179,2,15 - 15,,,
13180,3,15 - 30,,,
13181,4,15 - 40,,,
13182,5,30 - 40,,,
13183,1,15 - 0,,,
13184,2,30 - 0,,,
13185,3,40 - 0,,,
13186,4,40 - 15,,,
13187,1,0 - 15,,,
13188,2,0 - 30,,,
13189,3,15 - 30,,,
13190,4,15 - 40,,,
13191,5,30 - 40,,,
13192,6,40 - 40,,,
13193,7,A - 40,First Play,,
13194,1,15 - 0,,,
13195,2,15 - 15,,,
13196,3,15 - 30,,,
13197,4,30 - 30,,,
13198,5,40 - 30,,First Play,First Play
13199,6,40 - 40,,,
13200,7,A - 40,,First Play,First Play
13201,8,40 - 40,,,
13202,9,40 - A,First Play,,
13203,10,40 - 40,,,
13204,11,A - 40,,First Play,First Play
13205,12,40 - 40,,,
13206,13,A - 40,,First Play,First Play
13207,14,40 - 40,,,
13208,15,40 - A,First Play,,
13209,1,15 - 0,,,
13210,2,30 - 0,,,
13211,3,40 - 0,First Play,First Play,First Play
13212,1,15 - 0,,,
13213,2,15 - 15,,,
13214,3,15 - 30,,,
13215,4,30 - 30,,,
13216,5,30 - 40,,,
13217,6,40 - 40,,,
13218,7,A - 40,First Play,,
13219,8,40 - 40,,,
13220,9,A - 40,First Play,,
13221,1,15 - 0,,,
13222,2,15 - 15,,,
13223,3,30 - 15,,,
13224,4,30 - 30,,,
13225,5,40 - 30,,,
13226,1,15 - 0,,,
13227,2,15 - 15,,,
13228,3,15 - 30,,,
13229,4,15 - 40,,,
13230,1,0 - 15,,,
13231,2,15 - 15,,,
13232,3,30 - 15,,,
13233,4,40 - 15,,,
13234,1,0 - 15,,,
13235,2,15 - 15,,,
13236,3,30 - 15,,,
13237,4,40 - 15,First Play,,
13238,5,40 - 30,First Play,,
13239,6,40 - 40,,,
13240,7,40 - A,,,
13241,1,0 - 15,,,
13242,2,15 - 15,,,
13243,3,30 - 15,,,
13244,4,30 - 30,,,
13245,5,40 - 30,,,
13246,1,15 - 0,,,
13247,2,30 - 0,,,
13248,3,30 - 15,,,
13249,4,30 - 30,,,
13250,5,40 - 30,First Play,,
13251,1,15 - 0,,,
13252,2,30 - 0,,,
13253,3,40 - 0,,,
13254,1,15 - 0,,,
13255,2,30 - 0,,,
13256,3,30 - 15,,,
13257,4,30 - 30,,,
13258,5,30 - 40,,,
13259,1,15 - 0,,,
13260,2,30 - 0,,,
13261,3,40 - 0,,,
13262,1,15 - 0,,,
13263,2,30 - 0,,,
13264,3,30 - 15,,,
13265,4,30 - 30,,,
13266,5,30 - 40,,,
13267,1,15 - 0,,,
13268,2,30 - 0,,,
13269,3,30 - 15,,,
13270,4,30 - 30,,,
13271,5,40 - 30,,,
13272,1,0 - 15,,,
13273,2,15 - 15,,,
13274,3,30 - 15,,,
13275,4,30 - 30,,,
13276,5,30 - 40,,,
13277,6,40 - 40,,,
13278,7,A - 40,First Play,,
13279,1,15 - 0,,,
13280,2,30 - 0,,,
13281,3,40 - 0,,,
13282,1,15 - 0,,,
13283,2,15 - 15,,,
13284,3,30 - 15,,,
13285,4,40 - 15,First Play,,
13286,1,15 - 0,,,
13287,2,30 - 0,,,
13288,3,40 - 0,,First Play,First Play
13289,4,40 - 15,,First Play,First Play
13290,1,0 - 15,,,
13291,2,0 - 30,,,
13292,3,0 - 40,First Play,,
13293,1,15 - 0,,,
13294,2,15 - 15,,,
13295,3,30 - 15,,,
13296,4,40 - 15,First Play,,
13297,1,15 - 0,,,
13298,2,15 - 15,,,
13299,3,15 - 30,,,
13300,4,30 - 30,,,
13301,5,30 - 40,First Play,,
13302,1,0 - 15,,,
13303,2,15 - 15,,,
13304,3,15 - 30,,,
13305,4,30 - 30,,,
13306,5,40 - 30,First Play,,
13307,1,15 - 0,,,
13308,2,30 - 0,,,
13309,3,40 - 0,,,
13310,1,15 - 0,,,
13311,2,30 - 0,,,
13312,3,30 - 15,,,
13313,4,40 - 15,First Play,,
13314,1,0 - 15,,,
13315,2,15 - 15,,,
13316,3,30 - 15,,,
13317,4,40 - 15,,,
13318,1,0 - 15,,,
13319,2,15 - 15,,,
13320,3,30 - 15,,,
13321,4,30 - 30,,,
13322,5,30 - 40,,,
13323,1,0 - 15,,,
13324,2,0 - 30,,,
13325,3,15 - 30,,,
13326,4,15 - 40,First Play,,
13327,5,30 - 40,First Play,,
13328,1,15 - 0,,,
13329,2,30 - 0,,,
13330,3,30 - 15,,,
13331,4,40 - 15,First Play,,
13332,1,0 - 15,,,
13333,2,15 - 15,,,
13334,3,15 - 30,,,
13335,4,15 - 40,First Play,,
13336,1,0 - 15,,,
13337,2,0 - 30,,,
13338,3,15 - 30,,,
13339,4,30 - 30,,,
13340,5,40 - 30,First Play,,
